id,capability,category,first_seen,last_seen,domain,stated_status_in_source,backlog_row,prompt_ids
INV1-0723,Unit 1 — recover on_market_date from provenance (dia migration `20260627_dia_t9d_…`),docs & process,docs/history/CLAUDE_full_2026-07.md:5820,docs/history/CLAUDE_full_2026-07.md:5820,dia,stated: unspecified (finding/round note),,
INV1-0724,"Unit 2 — currency model: keep every deal, window it (membership rebuild)",docs & process,docs/history/CLAUDE_full_2026-07.md:5832,docs/history/CLAUDE_full_2026-07.md:5832,lcc,stated: unspecified (finding/round note),,
INV1-0725,Unit 3 — fix the ingest path so this stays accurate (the durable half),ingestion,docs/history/CLAUDE_full_2026-07.md:5846,docs/history/CLAUDE_full_2026-07.md:5846,lcc,stated: unspecified (finding/round note),,
INV1-0726,Unit 4 — close-on-sale landmine + orphan repair,docs & process,docs/history/CLAUDE_full_2026-07.md:5853,docs/history/CLAUDE_full_2026-07.md:5853,lcc,stated: unspecified (finding/round note),,
INV1-0727,ORE Phase 1 Unit C — capture deed grantee/grantor mailing addresses (2026-06-27),docs & process,docs/history/CLAUDE_full_2026-07.md:5880,docs/history/CLAUDE_full_2026-07.md:5880,lcc,stated: unspecified (finding/round note),,
INV1-0728,Unit 1 FIX — reclassify the 242 `om_receipt` rows → `date_uncertain`,docs & process,docs/history/CLAUDE_full_2026-07.md:5943,docs/history/CLAUDE_full_2026-07.md:5943,lcc,stated: unspecified (finding/round note),,
INV1-0729,Unit 2b — surface the cap inference (confirmed vs assumed_active),docs & process,docs/history/CLAUDE_full_2026-07.md:5952,docs/history/CLAUDE_full_2026-07.md:5952,lcc,stated: unspecified (finding/round note),,
INV1-0730,Unit 3 FIX — ingest is forward-safe (never the upload path / clock),ingestion,docs/history/CLAUDE_full_2026-07.md:5966,docs/history/CLAUDE_full_2026-07.md:5966,lcc,stated: unspecified (finding/round note),,
INV1-0731,ORE Phase 1 Unit E — capture party contacts from OMs + leases (2026-06-29),docs & process,docs/history/CLAUDE_full_2026-07.md:5992,docs/history/CLAUDE_full_2026-07.md:5992,lcc,stated: unspecified (finding/round note),,
INV1-0732,ORE Phase 1 Units B+D — capture owner phone/email (stop dropping it) (2026-06-28),ownership,docs/history/CLAUDE_full_2026-07.md:6073,docs/history/CLAUDE_full_2026-07.md:6073,lcc,stated: unspecified (finding/round note),,
INV1-0733,"Unit 1 — widen `auto_mergeable` (migration `20260630120000`, applied live)",docs & process,docs/history/CLAUDE_full_2026-07.md:6166,docs/history/CLAUDE_full_2026-07.md:6166,lcc,stated: unspecified (finding/round note),,
INV1-0734,Unit 1b — drained the 469 live (reversible),docs & process,docs/history/CLAUDE_full_2026-07.md:6185,docs/history/CLAUDE_full_2026-07.md:6185,lcc,stated: unspecified (finding/round note),,
INV1-0735,"Unit 2 — surface + override the survivor on the merge card (JS, Railway redeploy)",identity,docs/history/CLAUDE_full_2026-07.md:6197,docs/history/CLAUDE_full_2026-07.md:6197,lcc,stated: unspecified (finding/round note),,
INV1-0736,Unit 1 — render the extracted content (the headline),surfaces,docs/history/CLAUDE_full_2026-07.md:6248,docs/history/CLAUDE_full_2026-07.md:6248,lcc,stated: unspecified (finding/round note),,
INV1-0737,Unit 2 — gate the producer / default actionable,ingestion,docs/history/CLAUDE_full_2026-07.md:6258,docs/history/CLAUDE_full_2026-07.md:6258,lcc,stated: unspecified (finding/round note),,
INV1-0738,Unit 3 — value-rank + per-class actions + open_property verdict,docs & process,docs/history/CLAUDE_full_2026-07.md:6276,docs/history/CLAUDE_full_2026-07.md:6276,lcc,stated: unspecified (finding/round note),,
INV1-0739,"Phase 0 — the gov reconciling view (additive, applied live)",docs & process,docs/history/CLAUDE_full_2026-07.md:6346,docs/history/CLAUDE_full_2026-07.md:6346,gov,stated: unspecified (finding/round note),,
INV1-0740,Phase 1 — LCC Decision Center: ONE `resolve_ownership` lane,BD engine,docs/history/CLAUDE_full_2026-07.md:6373,docs/history/CLAUDE_full_2026-07.md:6373,lcc,stated: unspecified (finding/round note),,
INV1-0741,"Phase 2 — the high-confidence deed autofix (gated, Scott's switch)",docs & process,docs/history/CLAUDE_full_2026-07.md:6401,docs/history/CLAUDE_full_2026-07.md:6401,lcc,stated: unspecified (finding/round note),,
INV1-0742,Phase 1 — grow the cadence from real outreach (loosened gate + all channels),BD engine,docs/history/CLAUDE_full_2026-07.md:6446,docs/history/CLAUDE_full_2026-07.md:6446,lcc,stated: unspecified (finding/round note),,
INV1-0743,Phase 2 — wire the worklist to the acquisition workers,docs & process,docs/history/CLAUDE_full_2026-07.md:6474,docs/history/CLAUDE_full_2026-07.md:6474,lcc,stated: unspecified (finding/round note),,
INV1-0744,Phase 3 fixes (ops.js),docs & process,docs/history/CLAUDE_full_2026-07.md:6571,docs/history/CLAUDE_full_2026-07.md:6571,lcc,stated: unspecified (finding/round note),,
INV1-0745,Unit 1 — Pipeline › Prospects gated to the ACTIVELY-PURSUED subset,ingestion,docs/history/CLAUDE_full_2026-07.md:6612,docs/history/CLAUDE_full_2026-07.md:6612,lcc,stated: unspecified (finding/round note),,
INV1-0746,Unit 2 — dia Overview content parity with gov,docs & process,docs/history/CLAUDE_full_2026-07.md:6632,docs/history/CLAUDE_full_2026-07.md:6632,all,stated: unspecified (finding/round note),,
INV1-0747,Unit 3 — dia Overview loads fast (the ~9.7s block removed),docs & process,docs/history/CLAUDE_full_2026-07.md:6652,docs/history/CLAUDE_full_2026-07.md:6652,dia,stated: unspecified (finding/round note),,
INV1-0748,"Unit 1 — Prospects reads the LCC cadence layer, not SF marketing contacts",BD engine,docs/history/CLAUDE_full_2026-07.md:6688,docs/history/CLAUDE_full_2026-07.md:6688,lcc,stated: unspecified (finding/round note),,
INV1-0749,Unit 2 — Deals defaults to ACTIVE opportunities (honest count),docs & process,docs/history/CLAUDE_full_2026-07.md:6712,docs/history/CLAUDE_full_2026-07.md:6712,lcc,stated: unspecified (finding/round note),,
INV1-0750,On Market — one view per domain (Unit 3),docs & process,docs/history/CLAUDE_full_2026-07.md:6791,docs/history/CLAUDE_full_2026-07.md:6791,lcc,stated: unspecified (finding/round note),,
INV1-0751,"Count tiles → canonical summary (Unit 1, dia)",identity,docs/history/CLAUDE_full_2026-07.md:6827,docs/history/CLAUDE_full_2026-07.md:6827,dia,stated: unspecified (finding/round note),,
INV1-0752,"Stuck-loading tiles → summary views (Unit 2, both domains)",docs & process,docs/history/CLAUDE_full_2026-07.md:6839,docs/history/CLAUDE_full_2026-07.md:6839,lcc,stated: unspecified (finding/round note),,
INV1-0753,ORE Phase B B1 — assemble + reconcile the authoritative owner record (2026-07-15),ownership,docs/history/CLAUDE_full_2026-07.md:7024,docs/history/CLAUDE_full_2026-07.md:7024,lcc,stated: unspecified (finding/round note),,B1
INV1-0754,"Grounding (live 2026-07-15) — B1 is ""useful now, better daily""",docs & process,docs/history/CLAUDE_full_2026-07.md:7038,docs/history/CLAUDE_full_2026-07.md:7038,lcc,stated: unspecified (finding/round note),,B1
INV1-0755,"After deploy (verify live) + B2/B3 (next, gated)",infra / CI / security,docs/history/CLAUDE_full_2026-07.md:7086,docs/history/CLAUDE_full_2026-07.md:7086,lcc,stated: unspecified (finding/round note),,B2;B3
INV1-0756,"Unit 3 — attach + fan-out worker (JS, Railway redeploy)",infra / CI / security,docs/history/CLAUDE_full_2026-07.md:7149,docs/history/CLAUDE_full_2026-07.md:7149,lcc,stated: unspecified (finding/round note),,
INV1-0757,Unit 4 — archetype router into B1 reconcile,docs & process,docs/history/CLAUDE_full_2026-07.md:7163,docs/history/CLAUDE_full_2026-07.md:7163,lcc,stated: unspecified (finding/round note),,B1
INV1-0758,2 — one click closes the whole loop (B1) + automatic sweep (B2),docs & process,docs/history/CLAUDE_full_2026-07.md:7216,docs/history/CLAUDE_full_2026-07.md:7216,lcc,stated: unspecified (finding/round note),,B1;B2
INV1-0759,Unit 1 — instrument classification + signatory (`deed-parser.js parseDeedText`),docs & process,docs/history/CLAUDE_full_2026-07.md:7458,docs/history/CLAUDE_full_2026-07.md:7458,lcc,stated: unspecified (finding/round note),,
INV1-0760,Unit 2 — route by instrument (`deed-parser.js` + `sidebar-pipeline.js`),ingestion,docs/history/CLAUDE_full_2026-07.md:7471,docs/history/CLAUDE_full_2026-07.md:7471,lcc,stated: unspecified (finding/round note),,
INV1-0761,Unit 3 — grantor + signatory enrichment,docs & process,docs/history/CLAUDE_full_2026-07.md:7493,docs/history/CLAUDE_full_2026-07.md:7493,lcc,stated: unspecified (finding/round note),,
INV1-0762,"Unit 1 — `resolveOrCreateLender(domain, name, deps)` (`sidebar-pipeline.js`)",ingestion,docs/history/CLAUDE_full_2026-07.md:7546,docs/history/CLAUDE_full_2026-07.md:7546,lcc,stated: unspecified (finding/round note),,
INV1-0763,Unit 2 — structured gov borrower (`gov.loans.recorded_owner_id`),docs & process,docs/history/CLAUDE_full_2026-07.md:7556,docs/history/CLAUDE_full_2026-07.md:7556,gov,stated: unspecified (finding/round note),,
INV1-0764,"Unit 1 — the evidence model (signals + authority weights, single tunable knob)",docs & process,docs/history/CLAUDE_full_2026-07.md:7632,docs/history/CLAUDE_full_2026-07.md:7632,lcc,stated: unspecified (finding/round note),,
INV1-0765,"Unit 3 — clean the true_owner noise (the reconciler's first job, ADDITIVE guards)",ownership,docs/history/CLAUDE_full_2026-07.md:7645,docs/history/CLAUDE_full_2026-07.md:7645,lcc,stated: unspecified (finding/round note),,
INV1-0766,Unit 2 — the resolver + evidence trace,docs & process,docs/history/CLAUDE_full_2026-07.md:7659,docs/history/CLAUDE_full_2026-07.md:7659,lcc,stated: unspecified (finding/round note),,
INV1-0767,"Unit 4 — continuous re-triangulation (queue + seed, NO hot-path trigger)",flows / automation,docs/history/CLAUDE_full_2026-07.md:7690,docs/history/CLAUDE_full_2026-07.md:7690,lcc,stated: unspecified (finding/round note),,
INV1-0768,Unit 1 — the shared cleaner (`api/_shared/lender-name.js`),docs & process,docs/history/CLAUDE_full_2026-07.md:7748,docs/history/CLAUDE_full_2026-07.md:7748,lcc,stated: unspecified (finding/round note),,
INV1-0769,"Unit 2 — the backfill (`scripts/lender-backfill.mjs`, workstation, NOT api/*.js)",docs & process,docs/history/CLAUDE_full_2026-07.md:7774,docs/history/CLAUDE_full_2026-07.md:7774,lcc,stated: unspecified (finding/round note),,
INV1-0770,Unit 1 — MINT the WhoId SF contact (`sf-activity-ingest.js`),ingestion,docs/history/CLAUDE_full_2026-07.md:7858,docs/history/CLAUDE_full_2026-07.md:7858,lcc,stated: unspecified (finding/round note),,
INV1-0771,"Unit 2 — RECONCILE by email (merge, never duplicate)",identity,docs/history/CLAUDE_full_2026-07.md:7874,docs/history/CLAUDE_full_2026-07.md:7874,lcc,stated: unspecified (finding/round note),,
INV1-0772,Unit 3 — SURFACE the SF account/email disagreement (Decision Center lane),BD engine,docs/history/CLAUDE_full_2026-07.md:7886,docs/history/CLAUDE_full_2026-07.md:7886,lcc,stated: unspecified (finding/round note),,
INV1-0773,"Unit 4 (Outlook, first-class source) — SPEC'd, deferred (the same fix, a",docs & process,docs/history/CLAUDE_full_2026-07.md:7921,docs/history/CLAUDE_full_2026-07.md:7921,lcc,stated: unspecified (finding/round note),,
INV1-0774,Unit C3 — one-time reversible cleanup of the 559 (applied live),docs & process,docs/history/CLAUDE_full_2026-07.md:8082,docs/history/CLAUDE_full_2026-07.md:8082,lcc,stated: unspecified (finding/round note),,C3
INV1-0775,Unit 4 (Outlook symmetric mint) — still DEFERRED (unchanged from prior round),docs & process,docs/history/CLAUDE_full_2026-07.md:8116,docs/history/CLAUDE_full_2026-07.md:8116,lcc,stated: unspecified (finding/round note),,
INV1-0776,Retire the bulk pull (Unit 4),docs & process,docs/history/CLAUDE_full_2026-07.md:8230,docs/history/CLAUDE_full_2026-07.md:8230,lcc,stated: unspecified (finding/round note),,
INV1-0777,"Schedulable — NOT scheduled (Unit 5, same gate discipline as owner-deed-autofix)",ownership,docs/history/CLAUDE_full_2026-07.md:8238,docs/history/CLAUDE_full_2026-07.md:8238,lcc,stated: unspecified (finding/round note),,
INV1-0778,"Unit 0 — payload inventory (grounded, agents)",docs & process,docs/history/CLAUDE_full_2026-07.md:8321,docs/history/CLAUDE_full_2026-07.md:8321,lcc,stated: unspecified (finding/round note),,
INV1-0779,"Unit 1 — the append-only OBSERVATIONS store (LCC Opps, migration `20260723123000`, applied live)",docs & process,docs/history/CLAUDE_full_2026-07.md:8333,docs/history/CLAUDE_full_2026-07.md:8333,lcc,stated: unspecified (finding/round note),,
INV1-0780,Unit 2 — stop collapsing: emit EVERY observed address (`sidebar-pipeline.js`),ingestion,docs/history/CLAUDE_full_2026-07.md:8344,docs/history/CLAUDE_full_2026-07.md:8344,lcc,stated: unspecified (finding/round note),,
INV1-0781,"Unit 3 — surface the DOMAIN address STRING (the 302-owner unlock, Scott-approved)",ownership,docs/history/CLAUDE_full_2026-07.md:8352,docs/history/CLAUDE_full_2026-07.md:8352,lcc,stated: unspecified (finding/round note),,
INV1-0782,Unit 4 — record the CoStar recorded↔true link as UNVERIFIED,docs & process,docs/history/CLAUDE_full_2026-07.md:8379,docs/history/CLAUDE_full_2026-07.md:8379,lcc,stated: unspecified (finding/round note),,
INV1-0783,Unit 0 — verified state (report before building),docs & process,docs/history/CLAUDE_full_2026-07.md:8431,docs/history/CLAUDE_full_2026-07.md:8431,lcc,stated: unspecified (finding/round note),,
INV1-0784,"Unit 1 — the state-sorted, value-ranked worklist (`admin.js handleLlcResearchQueueList`)",docs & process,docs/history/CLAUDE_full_2026-07.md:8455,docs/history/CLAUDE_full_2026-07.md:8455,lcc,stated: unspecified (finding/round note),,
INV1-0785,Unit 2 — wire the SOS writeback into the Option-A observations store,docs & process,docs/history/CLAUDE_full_2026-07.md:8468,docs/history/CLAUDE_full_2026-07.md:8468,lcc,stated: unspecified (finding/round note),,
INV1-0786,Unit 3 — the closed loop (each hop verified to exist),docs & process,docs/history/CLAUDE_full_2026-07.md:8488,docs/history/CLAUDE_full_2026-07.md:8488,lcc,stated: unspecified (finding/round note),,
INV1-0787,P131 — the dead research queues: draft-then-confirm (2026-08-26),docs & process,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:11,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:11,lcc,stated: unspecified (finding/round note),,P131
INV1-0788,"A1 — one lane, FOUR jobs: split it before automating any of them (2026-08-27)",docs & process,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:122,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:122,lcc,stated: unspecified (finding/round note),,A1
INV1-0789,"A2 — the lane's first completion, and four traps in getting there (2026-08-27)",docs & process,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:180,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:180,lcc,stated: unspecified (finding/round note),,A2
INV1-0790,A2a — merging the duplicates that blocked the chains; the producer was NOT r9 (2026-08-27),ingestion,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:263,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:263,lcc,stated: unspecified (finding/round note),,A2a
INV1-0791,A2b — one conveyance recorded on several dates; the mechanism was NOT the flicker (2026-08-27),docs & process,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:321,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:321,lcc,stated: unspecified (finding/round note),,A2b
INV1-0792,A3 — the `mismatch` lane is a REPRESENTATION question; 74 chains → 12 decisions (2026-08-27),docs & process,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:387,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:387,lcc,stated: unspecified (finding/round note),,A3
INV1-0793,"P138 / R8 Stage 1 — the brief's ""Analyst's Take"", generated ON-BOX (2026-08-26)",docs & process,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:456,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:456,lcc,stated: unspecified (finding/round note),,P138;R8
INV1-0794,P134 — an LLM assist is only as good as the CONTEXT payload (2026-08-26),docs & process,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:524,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:524,lcc,stated: unspecified (finding/round note),,P134
INV1-0795,P137 — the provenance lane punted because the ITEMS NEVER ARRIVED (2026-08-26),docs & process,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:574,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:574,lcc,stated: unspecified (finding/round note),,P137
INV1-0796,P139 — two incomparable rank scales sharing one budget (2026-08-26),docs & process,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:628,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:628,lcc,stated: unspecified (finding/round note),,P139
INV1-0797,"P188 — the Tier 0 confirm lane: EVIDENCE ATTESTS THE PERSON, NOT THE LINK (2026-08-26)",docs & process,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:687,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:687,lcc,stated: unspecified (finding/round note),,P188
INV1-0798,"P194 — the Tier 0 auto-attach sweep, and three traps it hit on the way (2026-08-26)",docs & process,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:759,docs/history/CLAUDE_rounds_2026-08-14_to_2026-09-02.md:759,lcc,stated: unspecified (finding/round note),,P194
